Time,Series,Value
2021-06-05T08:00:00+02:00,Heating,6
2021-06-05T09:00:00+02:00,Ventilation,5.625
2021-06-05T09:00:00+02:00,Sokets plug,12.563
2021-06-05T09:00:00+02:00,Lighting,5.125
2021-06-05T09:00:00+02:00,Other electricity,82.063
2021-06-05T09:00:00+02:00,Cooling,29.125
2021-06-05T09:00:00+02:00,Heating,6
2021-06-05T10:00:00+02:00,Ventilation,4.625
2021-06-05T10:00:00+02:00,Sokets plug,7.188
2021-06-05T10:00:00+02:00,Lighting,3.875
2021-06-05T10:00:00+02:00,Other electricity,81.563
2021-06-05T10:00:00+02:00,Cooling,13.75
2021-06-05T10:00:00+02:00,Heating,4.75
2021-06-05T11:00:00+02:00,Ventilation,7
2021-06-05T11:00:00+02:00,Sokets plug,14.125
2021-06-05T11:00:00+02:00,Lighting,7.375
2021-06-05T11:00:00+02:00,Other electricity,74.375
2021-06-05T11:00:00+02:00,Cooling,17.125
2021-06-05T11:00:00+02:00,Heating,5.75
2021-06-05T12:00:00+02:00,Ventilation,5
2021-06-05T12:00:00+02:00,Sokets plug,12.75
2021-06-05T12:00:00+02:00,Lighting,6.563
2021-06-05T12:00:00+02:00,Other electricity,84.313
2021-06-05T12:00:00+02:00,Cooling,18.375
2021-06-05T12:00:00+02:00,Heating,6
2021-06-05T13:00:00+02:00,Ventilation,3.375
2021-06-05T13:00:00+02:00,Sokets plug,10.063
2021-06-05T13:00:00+02:00,Lighting,3.75
2021-06-05T13:00:00+02:00,Other electricity,79.563
2021-06-05T13:00:00+02:00,Cooling,23.75
2021-06-05T13:00:00+02:00,Heating,5
2021-06-05T14:00:00+02:00,Ventilation,8.375
2021-06-05T14:00:00+02:00,Sokets plug,12.5
2021-06-05T14:00:00+02:00,Lighting,8.313
2021-06-05T14:00:00+02:00,Other electricity,60.063
2021-06-05T14:00:00+02:00,Cooling,25.75
2021-06-05T14:00:00+02:00,Heating,6.25
2021-06-05T15:00:00+02:00,Ventilation,7.25
2021-06-05T15:00:00+02:00,Sokets plug,12.438
2021-06-05T15:00:00+02:00,Lighting,5.5
2021-06-05T15:00:00+02:00,Other electricity,73.938
2021-06-05T15:00:00+02:00,Cooling,16.375
2021-06-05T15:00:00+02:00,Heating,5.75
2021-06-05T16:00:00+02:00,Ventilation,6.5
2021-06-05T16:00:00+02:00,Sokets plug,9.375
2021-06-05T16:00:00+02:00,Lighting,3.813
2021-06-05T16:00:00+02:00,Other electricity,74.563
2021-06-05T16:00:00+02:00,Cooling,13.75
2021-06-05T16:00:00+02:00,Heating,5
2021-06-05T17:00:00+02:00,Ventilation,5.125
2021-06-05T17:00:00+02:00,Sokets plug,13.438
2021-06-05T17:00:00+02:00,Lighting,5.75
2021-06-05T17:00:00+02:00,Other electricity,79.063
2021-06-05T17:00:00+02:00,Cooling,20.625
2021-06-05T17:00:00+02:00,Heating,6
2021-06-05T18:00:00+02:00,Ventilation,6.75
2021-06-05T18:00:00+02:00,Sokets plug,12
2021-06-05T18:00:00+02:00,Lighting,4.875
2021-06-05T18:00:00+02:00,Other electricity,49.625
2021-06-05T18:00:00+02:00,Cooling,35.25
2021-06-05T18:00:00+02:00,Heating,6.25
2021-06-05T19:00:00+02:00,Ventilation,4.875
2021-06-05T19:00:00+02:00,Sokets plug,7.125
2021-06-05T19:00:00+02:00,Lighting,3
2021-06-05T19:00:00+02:00,Other electricity,70.625
2021-06-05T19:00:00+02:00,Cooling,13.875
2021-06-05T19:00:00+02:00,Heating,4.75
2021-06-05T20:00:00+02:00,Ventilation,7.25
2021-06-05T20:00:00+02:00,Sokets plug,16.938
2021-06-05T20:00:00+02:00,Lighting,6.938
2021-06-05T20:00:00+02:00,Other electricity,70.625
2021-06-05T20:00:00+02:00,Cooling,29.25
2021-06-05T20:00:00+02:00,Heating,6
2021-06-05T21:00:00+02:00,Ventilation,4.25
2021-06-05T21:00:00+02:00,Sokets plug,11.5
2021-06-05T21:00:00+02:00,Lighting,6.375
2021-06-05T21:00:00+02:00,Other electricity,77.5
2021-06-05T21:00:00+02:00,Cooling,23.875
2021-06-05T21:00:00+02:00,Heating,6
2021-06-05T22:00:00+02:00,Ventilation,7.375
2021-06-05T22:00:00+02:00,Sokets plug,7.563
2021-06-05T22:00:00+02:00,Lighting,3.313
2021-06-05T22:00:00+02:00,Other electricity,79.625
2021-06-05T22:00:00+02:00,Cooling,13.125
2021-06-05T22:00:00+02:00,Heating,4.75
2021-06-05T23:00:00+02:00,Ventilation,6.625
2021-06-05T23:00:00+02:00,Sokets plug,15.188
2021-06-05T23:00:00+02:00,Lighting,6.438
2021-06-05T23:00:00+02:00,Other electricity,81.375
2021-06-05T23:00:00+02:00,Cooling,25.875
2021-06-05T23:00:00+02:00,Heating,5.75
2021-06-06T00:00:00+02:00,Ventilation,6.25
2021-06-06T00:00:00+02:00,Sokets plug,11.438
2021-06-06T00:00:00+02:00,Lighting,8.563
2021-06-06T00:00:00+02:00,Other electricity,80.875
2021-06-06T00:00:00+02:00,Cooling,23.875
2021-06-06T00:00:00+02:00,Heating,6
2021-06-06T01:00:00+02:00,Ventilation,3.5
2021-06-06T01:00:00+02:00,Sokets plug,6.563
2021-06-06T01:00:00+02:00,Lighting,5
2021-06-06T01:00:00+02:00,Other electricity,82.688
2021-06-06T01:00:00+02:00,Cooling,14.25
2021-06-06T01:00:00+02:00,Heating,5
2021-06-06T02:00:00+02:00,Ventilation,4
2021-06-06T02:00:00+02:00,Sokets plug,13.125
2021-06-06T02:00:00+02:00,Lighting,5.75
2021-06-06T02:00:00+02:00,Other electricity,81.813
2021-06-06T02:00:00+02:00,Cooling,17.313
2021-06-06T02:00:00+02:00,Heating,4.75
2021-06-06T03:00:00+02:00,Ventilation,3
2021-06-06T03:00:00+02:00,Sokets plug,9.625
2021-06-06T03:00:00+02:00,Lighting,3.188
2021-06-06T03:00:00+02:00,Other electricity,92.188
2021-06-06T03:00:00+02:00,Cooling,17.5
2021-06-06T03:00:00+02:00,Heating,0
2021-06-06T04:00:00+02:00,Ventilation,2.125
2021-06-06T04:00:00+02:00,Sokets plug,6
2021-06-06T04:00:00+02:00,Lighting,1.375
2021-06-06T04:00:00+02:00,Other electricity,0
2021-06-06T04:00:00+02:00,Cooling,0
2021-06-06T04:00:00+02:00,Heating,0
2021-06-06T05:00:00+02:00,Ventilation,6.25
2021-06-06T05:00:00+02:00,Sokets plug,13.438
2021-06-06T05:00:00+02:00,Lighting,7.75
2021-06-06T05:00:00+02:00,Other electricity,71.188
2021-06-06T05:00:00+02:00,Cooling,21.875
2021-06-06T05:00:00+02:00,Heating,6
2021-06-06T06:00:00+02:00,Ventilation,8.375
2021-06-06T06:00:00+02:00,Sokets plug,11.5
2021-06-06T06:00:00+02:00,Lighting,6.188
2021-06-06T06:00:00+02:00,Other electricity,87.563
2021-06-06T06:00:00+02:00,Cooling,20.875
2021-06-06T06:00:00+02:00,Heating,6.25
2021-06-06T07:00:00+02:00,Ventilation,6
2021-06-06T07:00:00+02:00,Sokets plug,8.5
2021-06-06T07:00:00+02:00,Lighting,5.063
2021-06-06T07:00:00+02:00,Other electricity,74.438
2021-06-06T07:00:00+02:00,Cooling,21.5
2021-06-06T07:00:00+02:00,Heating,5.25
2021-06-06T08:00:00+02:00,Ventilation,6
2021-06-06T08:00:00+02:00,Sokets plug,13.625
2021-06-06T08:00:00+02:00,Lighting,6.625
2021-06-06T08:00:00+02:00,Other electricity,75.25
2021-06-06T08:00:00+02:00,Cooling,18.5
2021-06-06T08:00:00+02:00,Heating,6
2021-06-06T09:00:00+02:00,Ventilation,6.625
2021-06-06T09:00:00+02:00,Sokets plug,11.5
2021-06-06T09:00:00+02:00,Lighting,4.75
2021-06-06T09:00:00+02:00,Other electricity,82.75
2021-06-06T09:00:00+02:00,Cooling,17.875
2021-06-06T09:00:00+02:00,Heating,6
2021-06-06T10:00:00+02:00,Ventilation,4.875
2021-06-06T10:00:00+02:00,Sokets plug,12.438
2021-06-06T10:00:00+02:00,Lighting,5.25
2021-06-06T10:00:00+02:00,Other electricity,82.188
2021-06-06T10:00:00+02:00,Cooling,21.75
2021-06-06T10:00:00+02:00,Heating,5.5
2021-06-06T11:00:00+02:00,Ventilation,7.25
2021-06-06T11:00:00+02:00,Sokets plug,17.75
2021-06-06T11:00:00+02:00,Lighting,7.438
2021-06-06T11:00:00+02:00,Other electricity,71.938
2021-06-06T11:00:00+02:00,Cooling,19.125
2021-06-06T11:00:00+02:00,Heating,5.75
2021-06-06T12:00:00+02:00,Ventilation,5.875
2021-06-06T12:00:00+02:00,Sokets plug,21.688
2021-06-06T12:00:00+02:00,Lighting,3.875
2021-06-06T12:00:00+02:00,Other electricity,75.063
2021-06-06T12:00:00+02:00,Cooling,18
2021-06-06T12:00:00+02:00,Heating,6
2021-06-06T13:00:00+02:00,Ventilation,3.875
2021-06-06T13:00:00+02:00,Sokets plug,21.188
2021-06-06T13:00:00+02:00,Lighting,5.5
2021-06-06T13:00:00+02:00,Other electricity,88.938
2021-06-06T13:00:00+02:00,Cooling,15
2021-06-06T13:00:00+02:00,Heating,5.5
2021-06-06T14:00:00+02:00,Ventilation,8.875
2021-06-06T14:00:00+02:00,Sokets plug,25.188
2021-06-06T14:00:00+02:00,Lighting,5.625
2021-06-06T14:00:00+02:00,Other electricity,54.875
2021-06-06T14:00:00+02:00,Cooling,35.938
2021-06-06T14:00:00+02:00,Heating,6.25
2021-06-06T15:00:00+02:00,Ventilation,5.125
2021-06-06T15:00:00+02:00,Sokets plug,16.875
2021-06-06T15:00:00+02:00,Lighting,5.25
2021-06-06T15:00:00+02:00,Other electricity,71.75
2021-06-06T15:00:00+02:00,Cooling,16.5
2021-06-06T15:00:00+02:00,Heating,5.75
2021-06-06T16:00:00+02:00,Ventilation,7.75
2021-06-06T16:00:00+02:00,Sokets plug,18
2021-06-06T16:00:00+02:00,Lighting,5.438
2021-06-06T16:00:00+02:00,Other electricity,61.188
2021-06-06T16:00:00+02:00,Cooling,14.625
2021-06-06T16:00:00+02:00,Heating,5.75
2021-06-06T17:00:00+02:00,Ventilation,6.375
2021-06-06T17:00:00+02:00,Sokets plug,20.875
2021-06-06T17:00:00+02:00,Lighting,7.875
2021-06-06T17:00:00+02:00,Other electricity,81.625
2021-06-06T17:00:00+02:00,Cooling,26.25
2021-06-06T17:00:00+02:00,Heating,6
2021-06-06T18:00:00+02:00,Ventilation,5.875
2021-06-06T18:00:00+02:00,Sokets plug,18.25
2021-06-06T18:00:00+02:00,Lighting,5
2021-06-06T18:00:00+02:00,Other electricity,70.25
2021-06-06T18:00:00+02:00,Cooling,25.625
2021-06-06T18:00:00+02:00,Heating,5.75
2021-06-06T19:00:00+02:00,Ventilation,7.5
2021-06-06T19:00:00+02:00,Sokets plug,15
2021-06-06T19:00:00+02:00,Lighting,4.125
2021-06-06T19:00:00+02:00,Other electricity,74.625
2021-06-06T19:00:00+02:00,Cooling,16.75
2021-06-06T19:00:00+02:00,Heating,5.75
2021-06-06T20:00:00+02:00,Ventilation,6.125
2021-06-06T20:00:00+02:00,Sokets plug,20
2021-06-06T20:00:00+02:00,Lighting,7
2021-06-06T20:00:00+02:00,Other electricity,78.5
2021-06-06T20:00:00+02:00,Cooling,20.875
2021-06-06T20:00:00+02:00,Heating,5.75
2021-06-06T21:00:00+02:00,Ventilation,6.375
2021-06-06T21:00:00+02:00,Sokets plug,16.875
2021-06-06T21:00:00+02:00,Lighting,5.438
2021-06-06T21:00:00+02:00,Other electricity,86.938
2021-06-06T21:00:00+02:00,Cooling,27.875
2021-06-06T21:00:00+02:00,Heating,6
2021-06-06T22:00:00+02:00,Ventilation,7.125
2021-06-06T22:00:00+02:00,Sokets plug,13.125
2021-06-06T22:00:00+02:00,Lighting,3.813
2021-06-06T22:00:00+02:00,Other electricity,70.188
2021-06-06T22:00:00+02:00,Cooling,21.25
2021-06-06T22:00:00+02:00,Heating,5.5
2021-06-06T23:00:00+02:00,Ventilation,5.875
2021-06-06T23:00:00+02:00,Sokets plug,16.125
2021-06-06T23:00:00+02:00,Lighting,6.563
2021-06-06T23:00:00+02:00,Other electricity,74.688
2021-06-06T23:00:00+02:00,Cooling,19.25
2021-06-06T23:00:00+02:00,Heating,6.25
2021-06-07T00:00:00+02:00,Ventilation,6.125
2021-06-07T00:00:00+02:00,Sokets plug,12.375
2021-06-07T00:00:00+02:00,Lighting,5.188
2021-06-07T00:00:00+02:00,Other electricity,92.563
2021-06-07T00:00:00+02:00,Cooling,17.75
2021-06-07T00:00:00+02:00,Heating,5.75
2021-06-07T01:00:00+02:00,Ventilation,6.25
2021-06-07T01:00:00+02:00,Sokets plug,8.563
2021-06-07T01:00:00+02:00,Lighting,4.75
2021-06-07T01:00:00+02:00,Other electricity,90.313
2021-06-07T01:00:00+02:00,Cooling,21.125
2021-06-07T01:00:00+02:00,Heating,5.25
2021-06-07T02:00:00+02:00,Ventilation,6.875
2021-06-07T02:00:00+02:00,Sokets plug,15.563
2021-06-07T02:00:00+02:00,Lighting,6.938
2021-06-07T02:00:00+02:00,Other electricity,66.375
2021-06-07T02:00:00+02:00,Cooling,25.75
2021-06-07T02:00:00+02:00,Heating,6.5
2021-06-07T03:00:00+02:00,Ventilation,3.625
2021-06-07T03:00:00+02:00,Sokets plug,12.125
2021-06-07T03:00:00+02:00,Lighting,4.438
2021-06-07T03:00:00+02:00,Other electricity,86.313
2021-06-07T03:00:00+02:00,Cooling,18
2021-06-07T03:00:00+02:00,Heating,7.25
2021-06-07T04:00:00+02:00,Ventilation,7.25
2021-06-07T04:00:00+02:00,Sokets plug,12.125
2021-06-07T04:00:00+02:00,Lighting,7.188
2021-06-07T04:00:00+02:00,Other electricity,85.688
2021-06-07T04:00:00+02:00,Cooling,25.25
2021-06-07T04:00:00+02:00,Heating,5
2021-06-07T05:00:00+02:00,Ventilation,7.75
2021-06-07T05:00:00+02:00,Sokets plug,11.438
2021-06-07T05:00:00+02:00,Lighting,5.438
2021-06-07T05:00:00+02:00,Other electricity,74.25
2021-06-07T05:00:00+02:00,Cooling,24.125
2021-06-07T05:00:00+02:00,Heating,5.75
2021-06-07T06:00:00+02:00,Ventilation,2.375
2021-06-07T06:00:00+02:00,Sokets plug,10.063
2021-06-07T06:00:00+02:00,Lighting,5.813
2021-06-07T06:00:00+02:00,Other electricity,98.25
2021-06-07T06:00:00+02:00,Cooling,18
2021-06-07T06:00:00+02:00,Heating,6.25
2021-06-07T07:00:00+02:00,Ventilation,2.375
2021-06-07T07:00:00+02:00,Sokets plug,8.375
2021-06-07T07:00:00+02:00,Lighting,4.875
2021-06-07T07:00:00+02:00,Other electricity,136.125
2021-06-07T07:00:00+02:00,Cooling,16.75
2021-06-07T07:00:00+02:00,Heating,5.25
2021-06-07T08:00:00+02:00,Ventilation,49.125
2021-06-07T08:00:00+02:00,Sokets plug,16.125
2021-06-07T08:00:00+02:00,Lighting,16.625
2021-06-07T08:00:00+02:00,Other electricity,95.25
2021-06-07T08:00:00+02:00,Cooling,25.875
2021-06-07T08:00:00+02:00,Heating,14.25
2021-06-07T09:00:00+02:00,Ventilation,77.125
2021-06-07T09:00:00+02:00,Sokets plug,14.563
2021-06-07T09:00:00+02:00,Lighting,16.25
2021-06-07T09:00:00+02:00,Other electricity,93.688
2021-06-07T09:00:00+02:00,Cooling,25.875
2021-06-07T09:00:00+02:00,Heating,15
2021-06-07T10:00:00+02:00,Ventilation,132.125
2021-06-07T10:00:00+02:00,Sokets plug,20.313
2021-06-07T10:00:00+02:00,Lighting,24.938
2021-06-07T10:00:00+02:00,Other electricity,48.375
2021-06-07T10:00:00+02:00,Cooling,36.25
2021-06-07T10:00:00+02:00,Heating,16
2021-06-07T11:00:00+02:00,Ventilation,78.5
2021-06-07T11:00:00+02:00,Sokets plug,31.688
2021-06-07T11:00:00+02:00,Lighting,35.438
2021-06-07T11:00:00+02:00,Other electricity,115.625
2021-06-07T11:00:00+02:00,Cooling,33.75
2021-06-07T11:00:00+02:00,Heating,15.25
2021-06-07T12:00:00+02:00,Ventilation,76.875
2021-06-07T12:00:00+02:00,Sokets plug,27.813
2021-06-07T12:00:00+02:00,Lighting,43.063
2021-06-07T12:00:00+02:00,Other electricity,127.125
2021-06-07T12:00:00+02:00,Cooling,35.125
2021-06-07T12:00:00+02:00,Heating,72.75
2021-06-07T13:00:00+02:00,Ventilation,116
2021-06-07T13:00:00+02:00,Sokets plug,27.125
2021-06-07T13:00:00+02:00,Lighting,40.813
2021-06-07T13:00:00+02:00,Other electricity,98.063
2021-06-07T13:00:00+02:00,Cooling,39.5
2021-06-07T13:00:00+02:00,Heating,6.25
2021-06-07T14:00:00+02:00,Ventilation,46.875
2021-06-07T14:00:00+02:00,Sokets plug,49.063
2021-06-07T14:00:00+02:00,Lighting,42.563
2021-06-07T14:00:00+02:00,Other electricity,95.875
2021-06-07T14:00:00+02:00,Cooling,66.625
2021-06-07T14:00:00+02:00,Heating,8
2021-06-07T15:00:00+02:00,Ventilation,104.75
2021-06-07T15:00:00+02:00,Sokets plug,39.813
2021-06-07T15:00:00+02:00,Lighting,40.563
2021-06-07T15:00:00+02:00,Other electricity,44.75
2021-06-07T15:00:00+02:00,Cooling,97.625
2021-06-07T15:00:00+02:00,Heating,8.5
2021-06-07T16:00:00+02:00,Ventilation,80.625
2021-06-07T16:00:00+02:00,Sokets plug,34.5
2021-06-07T16:00:00+02:00,Lighting,36.938
2021-06-07T16:00:00+02:00,Other electricity,80.5
2021-06-07T16:00:00+02:00,Cooling,62.438
2021-06-07T16:00:00+02:00,Heating,6
2021-06-07T17:00:00+02:00,Ventilation,98.25
2021-06-07T17:00:00+02:00,Sokets plug,26.375
2021-06-07T17:00:00+02:00,Lighting,39.5
2021-06-07T17:00:00+02:00,Other electricity,72.188
2021-06-07T17:00:00+02:00,Cooling,29.688
2021-06-07T17:00:00+02:00,Heating,6.25
2021-06-07T18:00:00+02:00,Ventilation,52.875
2021-06-07T18:00:00+02:00,Sokets plug,27.75
2021-06-07T18:00:00+02:00,Lighting,36.5
2021-06-07T18:00:00+02:00,Other electricity,121.375
2021-06-07T18:00:00+02:00,Cooling,23.5
2021-06-07T18:00:00+02:00,Heating,6
2021-06-07T19:00:00+02:00,Ventilation,102.125
2021-06-07T19:00:00+02:00,Sokets plug,27.063
2021-06-07T19:00:00+02:00,Lighting,33.625
2021-06-07T19:00:00+02:00,Other electricity,66.188
2021-06-07T19:00:00+02:00,Cooling,21.5
2021-06-07T19:00:00+02:00,Heating,6.5
2021-06-07T20:00:00+02:00,Ventilation,65.375
2021-06-07T20:00:00+02:00,Sokets plug,27.938
2021-06-07T20:00:00+02:00,Lighting,28.563
2021-06-07T20:00:00+02:00,Other electricity,105.625
2021-06-07T20:00:00+02:00,Cooling,28
2021-06-07T20:00:00+02:00,Heating,6.25
2021-06-07T21:00:00+02:00,Ventilation,80
2021-06-07T21:00:00+02:00,Sokets plug,22
2021-06-07T21:00:00+02:00,Lighting,18
2021-06-07T21:00:00+02:00,Other electricity,70.5
2021-06-07T21:00:00+02:00,Cooling,28
2021-06-07T21:00:00+02:00,Heating,6.25
2021-06-07T22:00:00+02:00,Ventilation,14.125
2021-06-07T22:00:00+02:00,Sokets plug,15.563
2021-06-07T22:00:00+02:00,Lighting,7.25
2021-06-07T22:00:00+02:00,Other electricity,133.563
2021-06-07T22:00:00+02:00,Cooling,15
2021-06-07T22:00:00+02:00,Heating,5.75
2021-06-07T23:00:00+02:00,Ventilation,97
2021-06-07T23:00:00+02:00,Sokets plug,16.438
2021-06-07T23:00:00+02:00,Lighting,7.438
2021-06-07T23:00:00+02:00,Other electricity,44.25
2021-06-07T23:00:00+02:00,Cooling,18.375
2021-06-07T23:00:00+02:00,Heating,6.5
2021-06-08T00:00:00+02:00,Ventilation,71
2021-06-08T00:00:00+02:00,Sokets plug,15.313
2021-06-08T00:00:00+02:00,Lighting,4.313
2021-06-08T00:00:00+02:00,Other electricity,35.75
2021-06-08T00:00:00+02:00,Cooling,24.625
2021-06-08T00:00:00+02:00,Heating,6
2021-06-08T01:00:00+02:00,Ventilation,8
2021-06-08T01:00:00+02:00,Sokets plug,11.25
2021-06-08T01:00:00+02:00,Lighting,2.5
2021-06-08T01:00:00+02:00,Other electricity,77.375
2021-06-08T01:00:00+02:00,Cooling,16.375
2021-06-08T01:00:00+02:00,Heating,5.75
2021-06-08T02:00:00+02:00,Ventilation,11
2021-06-08T02:00:00+02:00,Sokets plug,13.063
2021-06-08T02:00:00+02:00,Lighting,4.188
2021-06-08T02:00:00+02:00,Other electricity,73.75
2021-06-08T02:00:00+02:00,Cooling,20.5
2021-06-08T02:00:00+02:00,Heating,5.75
2021-06-08T03:00:00+02:00,Ventilation,5.625
2021-06-08T03:00:00+02:00,Sokets plug,11
2021-06-08T03:00:00+02:00,Lighting,5.063
2021-06-08T03:00:00+02:00,Other electricity,73.75
2021-06-08T03:00:00+02:00,Cooling,23.563
2021-06-08T03:00:00+02:00,Heating,6.5
2021-06-08T04:00:00+02:00,Ventilation,2.875
2021-06-08T04:00:00+02:00,Sokets plug,8.5
2021-06-08T04:00:00+02:00,Lighting,3.938
2021-06-08T04:00:00+02:00,Other electricity,82.625
2021-06-08T04:00:00+02:00,Cooling,17.063
2021-06-08T04:00:00+02:00,Heating,6.25
2021-06-08T05:00:00+02:00,Ventilation,14.75
2021-06-08T05:00:00+02:00,Sokets plug,15.625
2021-06-08T05:00:00+02:00,Lighting,7.75
2021-06-08T05:00:00+02:00,Other electricity,64.875
2021-06-08T05:00:00+02:00,Cooling,20.5
2021-06-08T05:00:00+02:00,Heating,6.25
2021-06-08T06:00:00+02:00,Ventilation,10.125
2021-06-08T06:00:00+02:00,Sokets plug,11.313
2021-06-08T06:00:00+02:00,Lighting,3.438
2021-06-08T06:00:00+02:00,Other electricity,76.25
2021-06-08T06:00:00+02:00,Cooling,28.375
2021-06-08T06:00:00+02:00,Heating,5.75
2021-06-08T07:00:00+02:00,Ventilation,24
2021-06-08T07:00:00+02:00,Sokets plug,11.375
2021-06-08T07:00:00+02:00,Lighting,4.563
2021-06-08T07:00:00+02:00,Other electricity,92.438
2021-06-08T07:00:00+02:00,Cooling,17.625
2021-06-08T07:00:00+02:00,Heating,6.25
2021-06-08T08:00:00+02:00,Ventilation,56.625
2021-06-08T08:00:00+02:00,Sokets plug,12.438
2021-06-08T08:00:00+02:00,Lighting,12.313
2021-06-08T08:00:00+02:00,Other electricity,103.125
2021-06-08T08:00:00+02:00,Cooling,26.5
2021-06-08T08:00:00+02:00,Heating,6
2021-06-08T09:00:00+02:00,Ventilation,59.75
2021-06-08T09:00:00+02:00,Sokets plug,14.313
2021-06-08T09:00:00+02:00,Lighting,13.125
2021-06-08T09:00:00+02:00,Other electricity,109.813
2021-06-08T09:00:00+02:00,Cooling,20
2021-06-08T09:00:00+02:00,Heating,6
2021-06-08T10:00:00+02:00,Ventilation,66.875
2021-06-08T10:00:00+02:00,Sokets plug,18.438
2021-06-08T10:00:00+02:00,Lighting,17.563
2021-06-08T10:00:00+02:00,Other electricity,118.75
2021-06-08T10:00:00+02:00,Cooling,15.875
2021-06-08T10:00:00+02:00,Heating,6.75
2021-06-08T11:00:00+02:00,Ventilation,110
2021-06-08T11:00:00+02:00,Sokets plug,29.375
2021-06-08T11:00:00+02:00,Lighting,30.375
2021-06-08T11:00:00+02:00,Other electricity,63
2021-06-08T11:00:00+02:00,Cooling,17.75
2021-06-08T11:00:00+02:00,Heating,6.25
2021-06-08T12:00:00+02:00,Ventilation,19.625
2021-06-08T12:00:00+02:00,Sokets plug,27.125
2021-06-08T12:00:00+02:00,Lighting,32.063
2021-06-08T12:00:00+02:00,Other electricity,175.313
2021-06-08T12:00:00+02:00,Cooling,17.875
2021-06-08T12:00:00+02:00,Heating,6.5
2021-06-08T13:00:00+02:00,Ventilation,18
2021-06-08T13:00:00+02:00,Sokets plug,27.063
2021-06-08T13:00:00+02:00,Lighting,32.813
2021-06-08T13:00:00+02:00,Other electricity,163.75
2021-06-08T13:00:00+02:00,Cooling,15.375
2021-06-08T13:00:00+02:00,Heating,7.5
2021-06-08T14:00:00+02:00,Ventilation,166.5
2021-06-08T14:00:00+02:00,Sokets plug,30.813
2021-06-08T14:00:00+02:00,Lighting,32.563
2021-06-08T14:00:00+02:00,Other electricity,0
2021-06-08T14:00:00+02:00,Cooling,34.125
2021-06-08T14:00:00+02:00,Heating,11.75
2021-06-08T15:00:00+02:00,Ventilation,94.25
2021-06-08T15:00:00+02:00,Sokets plug,25.375
2021-06-08T15:00:00+02:00,Lighting,31.313
2021-06-08T15:00:00+02:00,Other electricity,85.813
2021-06-08T15:00:00+02:00,Cooling,32.25
2021-06-08T15:00:00+02:00,Heating,12.75
2021-06-08T16:00:00+02:00,Ventilation,136.625
2021-06-08T16:00:00+02:00,Sokets plug,30.375
2021-06-08T16:00:00+02:00,Lighting,32.063
2021-06-08T16:00:00+02:00,Other electricity,30.063
2021-06-08T16:00:00+02:00,Cooling,19.875
2021-06-08T16:00:00+02:00,Heating,6.5
2021-06-08T17:00:00+02:00,Ventilation,36.5
2021-06-08T17:00:00+02:00,Sokets plug,31.063
2021-06-08T17:00:00+02:00,Lighting,30.625
2021-06-08T17:00:00+02:00,Other electricity,125.563
2021-06-08T17:00:00+02:00,Cooling,18.75
2021-06-08T17:00:00+02:00,Heating,6
2021-06-08T18:00:00+02:00,Ventilation,50.375
2021-06-08T18:00:00+02:00,Sokets plug,24.375
2021-06-08T18:00:00+02:00,Lighting,27.938
2021-06-08T18:00:00+02:00,Other electricity,131.313
2021-06-08T18:00:00+02:00,Cooling,16.5
2021-06-08T18:00:00+02:00,Heating,7.25
2021-06-08T19:00:00+02:00,Ventilation,64.125
2021-06-08T19:00:00+02:00,Sokets plug,23.813
2021-06-08T19:00:00+02:00,Lighting,28.813
2021-06-08T19:00:00+02:00,Other electricity,103.125
2021-06-08T19:00:00+02:00,Cooling,15.625
2021-06-08T19:00:00+02:00,Heating,5.75
2021-06-08T20:00:00+02:00,Ventilation,48.25
2021-06-08T20:00:00+02:00,Sokets plug,19.188
2021-06-08T20:00:00+02:00,Lighting,24.75
2021-06-08T20:00:00+02:00,Other electricity,139.063
2021-06-08T20:00:00+02:00,Cooling,16.75
2021-06-08T20:00:00+02:00,Heating,6
2021-06-08T21:00:00+02:00,Ventilation,183.375
2021-06-08T21:00:00+02:00,Sokets plug,20.625
2021-06-08T21:00:00+02:00,Lighting,19
2021-06-08T21:00:00+02:00,Other electricity,0
2021-06-08T21:00:00+02:00,Cooling,63.25
2021-06-08T21:00:00+02:00,Heating,6
2021-06-08T22:00:00+02:00,Ventilation,41.125
2021-06-08T22:00:00+02:00,Sokets plug,16.563
2021-06-08T22:00:00+02:00,Lighting,8.313
2021-06-08T22:00:00+02:00,Other electricity,99.5
2021-06-08T22:00:00+02:00,Cooling,18
2021-06-08T22:00:00+02:00,Heating,6.25
2021-06-08T23:00:00+02:00,Ventilation,88.375
2021-06-08T23:00:00+02:00,Sokets plug,17.813
2021-06-08T23:00:00+02:00,Lighting,5.25
2021-06-08T23:00:00+02:00,Other electricity,46.688
2021-06-08T23:00:00+02:00,Cooling,17.375
2021-06-08T23:00:00+02:00,Heating,5.75
2021-06-09T00:00:00+02:00,Ventilation,39.75
2021-06-09T00:00:00+02:00,Sokets plug,14.375
2021-06-09T00:00:00+02:00,Lighting,5.938
2021-06-09T00:00:00+02:00,Other electricity,77.313
2021-06-09T00:00:00+02:00,Cooling,25.125
2021-06-09T00:00:00+02:00,Heating,6
2021-06-09T01:00:00+02:00,Ventilation,5.625
2021-06-09T01:00:00+02:00,Sokets plug,9.813
2021-06-09T01:00:00+02:00,Lighting,3.375
2021-06-09T01:00:00+02:00,Other electricity,80.063
